N-gram-feat-comb,total_feat_num,weight scheme,classifier,cv-acc,cv-balanced_acc,cv-roc,cv-f1-fake,acc,balanced_acc,roc,f1_fake,f1_real
0-1-4 char-word-func,5040,logent,BernoulliNB,0.58,0.6,0.68,0.63,0.69,0.71,0.81,0.7,0.69
0-1-4 char-word-func,5040,logent,AdaBoostClassifier,0.67,0.66,0.72,0.6,0.68,0.67,0.72,0.63,0.72
0-1-5 char-word-func,4156,logent,LogisticRegression,0.55,0.5,0.65,0.0,0.57,0.5,0.78,0.0,0.73
0-1-5 char-word-func,4156,logent,LinearSVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
0-1-5 char-word-func,4156,logent,SVC,0.55,0.5,0.69,0.0,0.57,0.5,0.0,0.0,0.73
0-1-5 char-word-func,4156,logent,DecisionTreeClassifier,0.56,0.55,0.55,0.5,0.61,0.62,0.62,0.59,0.64
0-1-5 char-word-func,4156,logent,RandomForestClassifier,0.57,0.52,0.7,0.1,0.6,0.54,0.74,0.13,0.74
0-1-5 char-word-func,4156,logent,MultinomialNB,0.59,0.57,0.63,0.46,0.7,0.66,0.79,0.52,0.78
0-1-5 char-word-func,4156,logent,BernoulliNB,0.58,0.6,0.68,0.63,0.67,0.69,0.8,0.68,0.66
0-1-5 char-word-func,4156,logent,AdaBoostClassifier,0.64,0.63,0.69,0.58,0.69,0.69,0.76,0.64,0.74
0-1-6 char-word-func,4038,logent,LogisticRegression,0.55,0.5,0.65,0.0,0.57,0.5,0.78,0.0,0.73
0-1-6 char-word-func,4038,logent,LinearSVC,0.55,0.5,0.65,0.0,0.57,0.5,0.0,0.0,0.73
0-1-6 char-word-func,4038,logent,SVC,0.55,0.5,0.69,0.0,0.57,0.5,0.0,0.0,0.73
0-1-6 char-word-func,4038,logent,DecisionTreeClassifier,0.57,0.57,0.57,0.52,0.63,0.63,0.63,0.6,0.66
0-1-6 char-word-func,4038,logent,RandomForestClassifier,0.56,0.51,0.7,0.06,0.59,0.52,0.73,0.12,0.73
0-1-6 char-word-func,4038,logent,MultinomialNB,0.59,0.58,0.63,0.47,0.71,0.67,0.79,0.53,0.79
0-1-6 char-word-func,4038,logent,BernoulliNB,0.58,0.59,0.67,0.63,0.68,0.7,0.8,0.69,0.66
0-1-6 char-word-func,4038,logent,AdaBoostClassifier,0.64,0.63,0.7,0.58,0.68,0.67,0.73,0.6,0.74
